stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
simple,S2,,11011,E,,4,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,U,,294,"['A', 'B']",,A,ok
simple,S3,,11011,E,,82,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,92,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,12.0,neutral,B,1.0,179,"['APPROVE', 'REJECT']",b4eb6ec2585d2a28663441963b35551ec6c741c3fbd3d1a6e95c9a469c23303b,REJECT,ok
complex,C2,5.0,11011,E,5.0,93,"['APPROVE', 'REJECT']",cc78eaaa3f4f680b015b8b433d3cc9b13f1cfdef8973eee1d1c335b4a63ce1e7,APPROVE,ok
complex,C1,12.0,00100,E,3.0,208,"['PACKAGE_A', 'PACKAGE_B']",c41c6db9e2b39f3cc8f77afbfd5031f56696d5693c8ddf6639212d3cd37aff88,PACKAGE_B,ok
simple,S2,,11011,E,,173,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,15.0,00100,U,1.0,353,"['APPROVE', 'REJECT']",2195a2a2973df87cbedd3fb76cdaf1a68f4534b34f8ee6c93bd7e4d4af384a1a,APPROVE,ok
complex,C3,7.0,neutral,B,2.0,369,"['CONTINUE', 'PIVOT']",71b48944b6e1688de520470e8644aa8add4a4773fe0040ab0bb3b48a653de5fb,CONTINUE,ok
complex,C2,13.0,neutral,B,1.0,204,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
simple,S2,,11011,E,,57,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,16.0,00100,E,4.0,288,"['CONTINUE', 'PIVOT']",f292a813dd819ba3ee0c0ee6ea2fbf8e5a5e6dd50fe32cd9ef76e9449090320b,CONTINUE,ok
complex,C2,15.0,11011,U,1.0,353,"['APPROVE', 'REJECT']",2195a2a2973df87cbedd3fb76cdaf1a68f4534b34f8ee6c93bd7e4d4af384a1a,REJECT,ok
simple,S3,,11011,E,,321,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,147,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,20.0,neutral,B,3.0,267,"['APPROVE', 'REJECT']",4ff920cf81e7df240146bf0c9f7897a3f5b69b673a00b8bf67b9f631072cb39d,REJECT,ok
complex,C2,3.0,00100,E,3.0,133,"['APPROVE', 'REJECT']",e2b72d20eb6e22dcae4aee1206b1bfd27777087b11155e18baf3fc66edf14510,APPROVE,ok
complex,C1,9.0,00100,E,1.0,50,"['PACKAGE_A', 'PACKAGE_B']",182fd0a00aca4e791ecf8c4ef6bdccd5bd65c9cd68020564e941f0dbc88eff52,PACKAGE_A,ok
complex,C2,2.0,neutral,B,5.0,354,"['APPROVE', 'REJECT']",1f5607ec4c5e0b37dc1a0b4ce61d84edd2b82eb79b026449adcdd557c9d36c00,APPROVE,ok
simple,S2,,11011,E,,311,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,11011,E,4.0,81,"['APPROVE', 'REJECT']",f7fed5e2efcc51601e3850e508591c0c341ea8f0ea90121f6accdbbade95b3b6,APPROVE,ok
complex,C3,4.0,neutral,B,2.0,46,"['CONTINUE', 'PIVOT']",12aade3547650ea25acdd61696e293883b1793e4295cdfaf5f860b09a924bddc,CONTINUE,ok
simple,S2,,00100,U,,88,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,3.0,11011,U,2.0,133,"['APPROVE', 'REJECT']",e50dce913dad715ffa650816256e3b3f2a1de3ef7b79cc5ef7b6944b86799415,APPROVE,ok
complex,C2,9.0,neutral,B,3.0,42,"['APPROVE', 'REJECT']",b520a4209ae193dda30c81196fb5cbbd26e6af2cf4c81b021215193a95e75f63,APPROVE,ok
simple,S3,,00100,E,,328,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S1,,00100,U,,366,"['A', 'B']",,A,ok
simple,S1,,00100,E,,225,"['A', 'B']",,A,ok
complex,C1,1.0,00100,E,1.0,11,"['PACKAGE_A', 'PACKAGE_B']",2e37cfce510a502a5d18389e9f68e0b8d70aa7b4a4486bc6a146ce4e85483012,PACKAGE_B,ok
complex,C3,13.0,00100,U,1.0,151,"['CONTINUE', 'PIVOT']",4ef19517e48e6a0689d5da980c52794a5a458a27ada10ebb6db5d639db612c43,PIVOT,ok
complex,C2,13.0,11011,E,4.0,215,"['APPROVE', 'REJECT']",98856ac753b713b4ff87717c07cae55d277d7b9f2f38a551c93568fbb672ac64,APPROVE,ok
simple,S2,,00100,E,,285,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C3,1.0,00100,E,5.0,43,"['CONTINUE', 'PIVOT']",957687e0e502adaf43e41d53d717f7fd95fe529aff3f2829e97766cc31cee40c,CONTINUE,ok
simple,S3,,00100,E,,329,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,E,,136,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,20.0,neutral,B,2.0,117,"['APPROVE', 'REJECT']",0161a390c78c38dcebff322fbd2e34e6029db0f2281a71b49d719ce48d8f11ae,REJECT,ok
complex,C2,8.0,neutral,B,4.0,168,"['APPROVE', 'REJECT']",d93e20d2648f67c29872df24e0171b492b93f9180e3a2d26c71960952f7075c2,APPROVE,ok
complex,C3,8.0,neutral,B,4.0,248,"['CONTINUE', 'PIVOT']",e0666c82267cb793094d8cb17050d682dbcb760aff1605d10f6de8fc748f0b5d,CONTINUE,ok
simple,S3,,11011,E,,194,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,U,,199,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,44,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,6.0,11011,U,2.0,92,"['CONTINUE', 'PIVOT']",b9ff38eccfbe7d02abfae0781c92a2d7879581653b83b0a3b96385979ef886e3,CONTINUE,ok
simple,S1,,00100,U,,326,"['A', 'B']",,A,ok
complex,C1,10.0,00100,E,1.0,180,"['PACKAGE_A', 'PACKAGE_B']",1787f3894d1b895be4a4959593e06e4f39e8155349f35c01dfd3d1589f4bc398,PACKAGE_A,ok
complex,C2,16.0,11011,E,1.0,14,"['APPROVE', 'REJECT']",d3c34a97fab6dbf12368627ae992f137874ee1538f062299a3798776f2d57e4f,REJECT,ok
complex,C3,5.0,neutral,B,5.0,96,"['CONTINUE', 'PIVOT']",5534cd672a5c50484f287dfeca687016c752b8616f019d3c1df0686bf84fb500,CONTINUE,ok
complex,C3,2.0,11011,E,2.0,324,"['CONTINUE', 'PIVOT']",499d92a0042041676a3258f3b9fc28a9871e2845e2f767a0950880baf0ed128e,CONTINUE,ok
complex,C3,17.0,00100,E,3.0,247,"['CONTINUE', 'PIVOT']",502f8f5155dc086bed2999e2ab5f0865763d42aee0fdc026345b511898f0c5b5,CONTINUE,ok
simple,S2,,00100,U,,152,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,176,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,14.0,11011,U,6.0,89,"['CONTINUE', 'PIVOT']",de6fe1e134f5c2116c19c58a2ee0ef26c1c0be1bc48a8df27e90091429ed59b3,CONTINUE,ok
simple,S2,,11011,U,,391,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,15.0,neutral,B,2.0,353,"['APPROVE', 'REJECT']",38f50c64c0606d0538ec82a10db94e2c43dd032ea39913c593239abf4bb5ce31,REJECT,ok
simple,S3,,00100,E,,6,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,11011,E,,84,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C3,11.0,neutral,B,3.0,158,"['CONTINUE', 'PIVOT']",d53eb129f1d83302ed18616a929726b7749ef5e893c6ebd4d4bd723408d3d2e9,CONTINUE,ok
simple,S1,,11011,U,,50,"['A', 'B']",,A,ok
complex,C2,7.0,11011,E,3.0,339,"['APPROVE', 'REJECT']",ea86192786644c155d64d8ff890d9eb96426ebcc1db80c4a6c2e29ab22c6c56c,APPROVE,ok
complex,C1,17.0,00100,E,3.0,84,"['PACKAGE_A', 'PACKAGE_B']",1c7d87709b4f9ffd830d2d62cce8557afabd6627aea6baaacfbbbdcaf2d48537,PACKAGE_A,ok
simple,S1,,00100,E,,191,"['A', 'B']",,A,ok
simple,S2,,00100,E,,64,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,18.0,11011,U,1.0,387,"['CONTINUE', 'PIVOT']",cc37068a00c0b78d4c16cd5e4c33962dc41f5cfef4dcc694820c45d3293ab722,CONTINUE,ok
complex,C2,3.0,00100,U,2.0,182,"['APPROVE', 'REJECT']",7b59f22c099e8f9bd44c8598f82fc35b7548f0ff0888b73d399c30100f81a2f6,APPROVE,ok
complex,C3,17.0,00100,U,3.0,200,"['CONTINUE', 'PIVOT']",1f3ee192662db59266dc66ab9c5563d76c95ad41cef62aa717dbaeff86938148,CONTINUE,ok
complex,C2,7.0,11011,U,4.0,328,"['APPROVE', 'REJECT']",9cb503676bced21e72998e6402c1397a5907f1f99e7adbf97cc7ac79a4c2c0fa,APPROVE,ok
complex,C2,13.0,00100,E,2.0,384,"['APPROVE', 'REJECT']",dfd60d497c87c260f6ce1e31f76bf8fe577232d6e27452b1266dc2ed632361a9,APPROVE,ok
simple,S2,,11011,E,,332,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,3.0,11011,E,5.0,244,"['CONTINUE', 'PIVOT']",52ec0684bacc58bb33811c47a5e0d244d630614d1148a00776a40286b2f4e543,CONTINUE,ok
complex,C3,16.0,11011,E,2.0,288,"['CONTINUE', 'PIVOT']",d0713383fd976279de13b1ec8da987d8ea2c9387963d133a0e4bc58f517ec1ba,CONTINUE,ok
simple,S1,,11011,E,,201,"['A', 'B']",,A,ok
simple,S2,,00100,U,,106,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,148,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,120,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,20.0,11011,E,4.0,267,"['APPROVE', 'REJECT']",9524465006fdf2e8a27aab9b3c422005293fe47feaf6ad6fe735c15910e4a185,REJECT,ok
complex,C2,9.0,00100,E,4.0,289,"['APPROVE', 'REJECT']",41ca59d12c56bd17ee20e04fd1f29ba485c8598229b4ae50380a6084b5d1b066,APPROVE,ok
complex,C3,5.0,11011,E,4.0,283,"['CONTINUE', 'PIVOT']",ccd4928e034a0d854dcca68cec0e04369189f9cb8835e0ef2ae8bfea5c3d4c96,CONTINUE,ok
complex,C3,16.0,neutral,B,1.0,278,"['CONTINUE', 'PIVOT']",24b459be1e00018669ec39dffbf1fde2d26e10851aab9943f2a811c3681971b2,CONTINUE,ok
simple,S2,,11011,U,,279,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,1.0,00100,E,1.0,97,"['APPROVE', 'REJECT']",1638ee7985e4bc8c63bb1293b1ce0540616b71e658fca1ed48a8bf6c10aad339,APPROVE,ok
complex,C3,12.0,00100,U,1.0,364,"['CONTINUE', 'PIVOT']",c634c4e10451f36ea504693fdf4aacaff3f5380b9ebf3a42caf8f0fc362348ea,CONTINUE,ok
complex,C1,4.0,11011,U,1.0,169,"['PACKAGE_A', 'PACKAGE_B']",238a59f6a817d52f9bb4d7d14a5a630db451f3559951c2b3d89d02e2a29d3e03,PACKAGE_B,ok
complex,C2,7.0,11011,U,3.0,47,"['APPROVE', 'REJECT']",d7538c67dad444d1295bb4d27d28b92b6b2e97b42a9ef54eb3726bd99b6135a0,APPROVE,ok
complex,C3,16.0,11011,U,2.0,162,"['CONTINUE', 'PIVOT']",e398e4818764ece23b6a119600a7ad576bc7eaa6b439765eed95767e0a4cc78f,CONTINUE,ok
complex,C3,18.0,11011,E,3.0,270,"['CONTINUE', 'PIVOT']",a0e0e7e446609822bcf83144bc693d91567945233dc80f494b72cc9efe43a47f,CONTINUE,ok
simple,S1,,00100,U,,363,"['A', 'B']",,A,ok
complex,C2,14.0,11011,U,5.0,142,"['APPROVE', 'REJECT']",fa2d68c36804d92d844741e996b7f2053bcbc48902ddf8dccd73554126658f11,APPROVE,ok
complex,C3,10.0,11011,E,2.0,239,"['CONTINUE', 'PIVOT']",bbe8205876190030e53fa4e8d60c82a84f9b2c5bac152d549df53366e177a341,CONTINUE,ok
simple,S2,,00100,U,,55,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,1.0,11011,E,2.0,330,"['APPROVE', 'REJECT']",cbf3e0139b8112e6ea5eeab464a62e990ca798fe8500c58fd3c2a8bdf269b24e,APPROVE,ok
complex,C3,16.0,11011,E,3.0,278,"['CONTINUE', 'PIVOT']",e4c7a5602a185b2ca5ab775a75a2b90759d78dce9676a45d16d46b29e6261c46,CONTINUE,ok
simple,S1,,11011,U,,170,"['A', 'B']",,A,ok
complex,C2,2.0,00100,U,4.0,23,"['APPROVE', 'REJECT']",d2b0b9d3e104dc4ccd953d1b71477ceb590752dbce9a4132ce7f03497f1500a4,APPROVE,ok
complex,C3,14.0,00100,E,4.0,238,"['CONTINUE', 'PIVOT']",4e81462daab353bfc67701765fcc6ab09bcc5c4c6c8bc145894b250f37d326ca,CONTINUE,ok
simple,S3,,11011,E,,274,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,14.0,00100,E,1.0,32,"['APPROVE', 'REJECT']",c42996acb0324fa70374fc6aef1c7b1052540c3ca6f17506c92500d2397bccdb,APPROVE,ok
simple,S3,,11011,U,,184,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,1.0,00100,U,5.0,272,"['APPROVE', 'REJECT']",950e9c23300eab1c0d271738687c9631d6867fe14e4ef26738dcb2838b12fceb,APPROVE,ok
complex,C2,1.0,11011,U,5.0,97,"['APPROVE', 'REJECT']",09b512d386d0cda50faf879183fd01494e653261ee2252a457590e6f7599de7a,REJECT,ok
complex,C3,20.0,00100,U,1.0,165,"['CONTINUE', 'PIVOT']",8740ab9ab41c779fc55c51a795ed6756f824953ed42da951de6b24c8bf2c1ac5,CONTINUE,ok
complex,C2,2.0,00100,E,2.0,354,"['APPROVE', 'REJECT']",d3702cee65c299fe7bf71076159dacd13240762800d0a2cc1130216d7502d9ab,APPROVE,ok
simple,S3,,11011,E,,359,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,1.0,00100,E,3.0,11,"['PACKAGE_A', 'PACKAGE_B']",7fa24b80c4b27b154d52e709c6e294f137bbce0eb0289b3b12b8e0883ccc3493,PACKAGE_B,ok
complex,C3,13.0,00100,E,3.0,341,"['CONTINUE', 'PIVOT']",b889c70505b889b5ddf2e892c09882dc27c52733a05589db7180ef0d6485d472,CONTINUE,ok
complex,C2,19.0,00100,E,4.0,280,"['APPROVE', 'REJECT']",044acb309ce4b5d16aa36e0e037c23722310cae9910af2ddf833861032d39afe,APPROVE,ok
simple,S2,,11011,U,,294,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,5.0,00100,U,1.0,170,"['APPROVE', 'REJECT']",ca2c9d5e74dfa2fc71d470b70dbec70e7fc6510fc4c2476cf9ef3c2d1153e098,APPROVE,ok
simple,S3,,11011,E,,378,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,E,,5,"['A', 'B']",,A,ok
simple,S3,,00100,E,,146,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,19.0,00100,E,3.0,280,"['APPROVE', 'REJECT']",a3e3621a366e9ef22c3b7c23ef72dd70e036ab30217205bf69645f08b1a565e5,APPROVE,ok
simple,S2,,11011,E,,365,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,243,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,19.0,11011,U,4.0,281,"['APPROVE', 'REJECT']",b4399953fd5b27605d0ca2b8fdf2c588f70c022c9766e19d0199c04c494112d8,REJECT,ok
complex,C1,13.0,00100,U,2.0,58,"['PACKAGE_A', 'PACKAGE_B']",9ded77930b965eba99b43e72097a9cfda80f551f535f15c4a6d5cf5caee983f1,PACKAGE_A,ok
complex,C3,13.0,neutral,B,4.0,341,"['CONTINUE', 'PIVOT']",d1516384ac9234d140530078b7cf32198d13b5a29006d9f33be26ea4b62ea21b,CONTINUE,ok
simple,S2,,11011,U,,361,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,U,,2,"['A', 'B']",,A,ok
simple,S3,,11011,E,,276,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,353,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,3.0,00100,E,3.0,189,"['APPROVE', 'REJECT']",e2b72d20eb6e22dcae4aee1206b1bfd27777087b11155e18baf3fc66edf14510,APPROVE,ok
simple,S2,,00100,U,,212,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,E,,13,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,9.0,00100,U,5.0,289,"['APPROVE', 'REJECT']",6f855ffee8f2b5bad1c53fc99b7565e89b1aa1db359b5c7eb7ff876b6073b82e,APPROVE,ok
complex,C2,9.0,00100,U,4.0,163,"['APPROVE', 'REJECT']",d927b32078c4fe5fbbc25a2acd10eb7c75f4fd08184100bf40f4b7613eb676b2,APPROVE,ok
complex,C3,5.0,11011,E,2.0,96,"['CONTINUE', 'PIVOT']",bfbf881f532571d3f66b535c27fc6df7831a4ed12374f95ec48dac4b38dcae16,CONTINUE,ok
complex,C2,4.0,11011,E,5.0,5,"['APPROVE', 'REJECT']",76f81073f30fbcdff3f567a513b75963719869aa62680a45da2e08478e66c5bb,APPROVE,ok
simple,S1,,11011,U,,85,"['A', 'B']",,A,ok
simple,S1,,00100,E,,123,"['A', 'B']",,A,ok
simple,S2,,00100,E,,180,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S3,,00100,U,,278,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,U,,269,"['A', 'B']",,A,ok
simple,S1,,00100,E,,254,"['A', 'B']",,A,ok
simple,S1,,00100,E,,314,"['A', 'B']",,A,ok
complex,C2,19.0,11011,U,3.0,281,"['APPROVE', 'REJECT']",41a457cbea1f0c277e25aa7e30e7c8b760b2382fa93a15d1fa2f90addd72ae7d,REJECT,ok
simple,S1,,00100,E,,132,"['A', 'B']",,A,ok
simple,S2,,11011,E,,76,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,174,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,U,,305,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,41,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,13.0,11011,E,2.0,207,"['APPROVE', 'REJECT']",546afab4c64e7e47ed97eeba5da647fa42453c7f67f92f40e11129647289fe70,APPROVE,ok
simple,S2,,11011,E,,282,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,19.0,00100,E,5.0,106,"['APPROVE', 'REJECT']",896f5673d60fab052c1774e4cdb9be8baf467283def8b1ab6079eac761eee50d,APPROVE,ok
complex,C1,1.0,neutral,B,2.0,258,"['PACKAGE_A', 'PACKAGE_B']",ad16b810ea05eb61d07c048aaac1142793949484a3a06b277c67d976548d7b10,PACKAGE_B,ok
complex,C2,11.0,00100,E,4.0,21,"['APPROVE', 'REJECT']",d5949f6a5f492665d604d6257d6b58596f9f2413ab1b99cba192423f196812c5,APPROVE,ok
complex,C1,19.0,00100,E,3.0,154,"['PACKAGE_A', 'PACKAGE_B']",40d847c6eff381fef2a10912a2bdbd9913405364cdca36125dfeb4d72d51d8fc,PACKAGE_B,ok
simple,S1,,00100,E,,17,"['A', 'B']",,A,ok
complex,C2,5.0,neutral,B,4.0,152,"['APPROVE', 'REJECT']",a9d467505a3bc8d3148514eb327c57edc234de5d9136eb557fed6175a8e5a7a5,APPROVE,ok
complex,C2,6.0,00100,E,4.0,301,"['APPROVE', 'REJECT']",af531560738e9317d0a900d8da3c83e2fb7dd7d4c57174f9896d3152cf5d5d37,APPROVE,ok
complex,C2,14.0,11011,E,3.0,390,"['APPROVE', 'REJECT']",c5fbebdd9707318e9f2a8a59862dd0d6bfee4ad54470c34200c01c751ea71393,REJECT,ok
complex,C2,7.0,11011,E,4.0,46,"['APPROVE', 'REJECT']",3714553092a9ee9c45ab9739b871155c294bbd68dd32d05836281a66f43a50a6,APPROVE,ok
complex,C3,8.0,neutral,B,2.0,248,"['CONTINUE', 'PIVOT']",0ba82801e15c204cf28dfad08ae7e50b0888fc9f317d1b36d5b4f98ac77708d3,CONTINUE,ok
simple,S1,,11011,E,,274,"['A', 'B']",,A,ok
complex,C3,11.0,00100,E,1.0,235,"['CONTINUE', 'PIVOT']",ba2c5e772f6a9dec021649d35022eef83646b6748a8af62465e5599ba104d06d,CONTINUE,ok
complex,C2,9.0,00100,U,3.0,289,"['APPROVE', 'REJECT']",d8df6d230bf8c544bc3b41ed66b066d0856f2adcb315d93c94510f10263ed76d,APPROVE,ok
simple,S3,,11011,E,,381,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,5.0,11011,U,2.0,93,"['APPROVE', 'REJECT']",33270b6431efb412cb4f22d02d8e5435973c6fb7253ebaf789db129d39dfee09,APPROVE,ok
simple,S2,,11011,U,,307,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,183,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,154,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,305,"['A', 'B']",,A,ok
complex,C1,16.0,11011,E,1.0,280,"['PACKAGE_A', 'PACKAGE_B']",ad462a448b6a573505b273587370804e551ee426774f3b36bfe3e295be3d63f2,PACKAGE_B,ok
complex,C3,10.0,11011,E,3.0,186,"['CONTINUE', 'PIVOT']",a15d51917e2ab9604c863c92c9b9068e1be39634770cf232e487f9a6a4bf5b33,CONTINUE,ok
complex,C3,3.0,11011,U,6.0,184,"['CONTINUE', 'PIVOT']",e1517c8020a95f28054efffd7788d5f5b6563b55f84daad6bff05987e2a34ee7,CONTINUE,ok
simple,S1,,11011,E,,354,"['A', 'B']",,A,ok
simple,S1,,00100,U,,20,"['A', 'B']",,A,ok
complex,C3,5.0,00100,E,2.0,205,"['CONTINUE', 'PIVOT']",3c46402121fe4e1b328c2ba379e1970252e5ce46794804d72bb40b29d29e20cb,CONTINUE,ok
simple,S3,,11011,E,,275,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C3,12.0,00100,U,6.0,72,"['CONTINUE', 'PIVOT']",d4d8078965619d2e4de7b344cf14b0b487c3948368f2b4d066fd1c7d9a1fb756,CONTINUE,ok
complex,C3,17.0,11011,U,4.0,313,"['CONTINUE', 'PIVOT']",90f91de2db903b92ba5e36f125a135f6d3af69c54c82f3ba39ff13fd5213f0cd,CONTINUE,ok
simple,S1,,11011,E,,292,"['A', 'B']",,A,ok
simple,S1,,00100,U,,63,"['A', 'B']",,A,ok
simple,S3,,11011,E,,328,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C3,3.0,00100,U,3.0,67,"['CONTINUE', 'PIVOT']",15bd96ecd06407a6d28b4c85dc0fcbabf478eb8e5ff670b3eae3005d93e30f66,CONTINUE,ok
simple,S1,,11011,E,,298,"['A', 'B']",,A,ok
complex,C3,2.0,11011,U,6.0,174,"['CONTINUE', 'PIVOT']",6603efbc0d4fc1dd8ce61d327af1b8c640dc15af5a47a277e348e2d15504091c,CONTINUE,ok
complex,C2,17.0,00100,E,3.0,148,"['APPROVE', 'REJECT']",750874fe73bac1aceb581481309e2a341da549993526d2bc41d6a095958e6ead,APPROVE,ok
complex,C1,3.0,00100,E,1.0,2,"['PACKAGE_A', 'PACKAGE_B']",0753d6ee34ee4048b79a429ac0b95e78285ec4e70823e45b7622d543eb74b860,PACKAGE_A,ok
simple,S1,,00100,U,,249,"['A', 'B']",,A,ok
complex,C2,15.0,00100,U,1.0,365,"['APPROVE', 'REJECT']",2195a2a2973df87cbedd3fb76cdaf1a68f4534b34f8ee6c93bd7e4d4af384a1a,APPROVE,ok
complex,C1,4.0,00100,E,4.0,346,"['PACKAGE_A', 'PACKAGE_B']",727d7a4cbd1e9d9b7c2e730c4743b7d5f5e14f649676eee7888c4bed5ec32867,PACKAGE_B,ok
complex,C2,17.0,11011,U,2.0,148,"['APPROVE', 'REJECT']",58d7fc48a58ab1a5ad18ed2559cbad2b335108a740354c8962c38a9aed27c5f6,REJECT,ok
simple,S3,,11011,E,,341,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C1,7.0,00100,U,2.0,184,"['PACKAGE_A', 'PACKAGE_B']",ffc7c767bbe0b2f9d3fdf10e4a1458a86e238a06a280efa3cb249641dfd8a686,PACKAGE_A,ok
complex,C3,12.0,11011,U,2.0,364,"['CONTINUE', 'PIVOT']",f4d1d4acc0c9d7eafab1ccdb6ff1766501d2e7b2bc28eabe14ea30a0f6306762,CONTINUE,ok
simple,S2,,00100,E,,112,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,28,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,3.0,neutral,B,5.0,133,"['APPROVE', 'REJECT']",482732aaaa5c3ed5687a4f862520d3aca1b15bd2d6033ac14c0cbb7b134a0398,APPROVE,ok
complex,C3,17.0,00100,U,3.0,349,"['CONTINUE', 'PIVOT']",1f3ee192662db59266dc66ab9c5563d76c95ad41cef62aa717dbaeff86938148,CONTINUE,ok
simple,S2,,00100,E,,132,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,375,"['A', 'B']",,A,ok
simple,S3,,11011,U,,162,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,17.0,neutral,B,2.0,18,"['APPROVE', 'REJECT']",d36e471b84fa3d6e2aa6b2ed8ec7e493b93fb4c5b2679cea71d9caee3728cb55,APPROVE,ok
complex,C3,6.0,11011,U,4.0,92,"['CONTINUE', 'PIVOT']",94d04b25743ffa232d397192d683569e682c993bec3476b907dcc25abad4a4da,CONTINUE,ok
simple,S2,,00100,U,,251,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,241,"['A', 'B']",,A,ok
simple,S3,,11011,U,,44,"['ADOPT', 'WAIT']",,ADOPT,ok
